0.000000000000000000e+00,5.769631000000000540e+02,9.464954000000000178e+02,5.975972000000000435e+02,3.738127000000000066e+02,5.597672999999999774e+02,7.090214999999999463e+02,1.208327999999999975e+03,6.036476999999999862e+02,6.952079999999999700e+02,6.807089999999999463e+02,1.936571999999999889e+03,3.324644000000000119e+02,5.925679000000000087e+02,9.087714999999999463e+02,4.261877000000000066e+02,7.561987000000000307e+02,6.725905999999999949e+02,1.590223999999999933e+03,5.273007999999999811e+02,4.834673000000000229e+02,2.140978000000000065e+03,2.184402000000000044e+03,4.081648000000000138e+02,5.407387999999999693e+02
5.769631000000000540e+02,0.000000000000000000e+00,3.695326999999999771e+02,6.130385999999999740e+02,4.291078999999999724e+02,3.128831000000000131e+02,1.196489000000000033e+03,1.502140000000000100e+03,4.058974999999999795e+02,1.241961000000000013e+03,9.603459000000000287e+02,2.318076000000000022e+03,7.865959000000000287e+02,9.495669000000000324e+02,9.387460999999999558e+02,9.995004999999999882e+02,1.792426000000000101e+02,9.627439999999999998e+01,1.999584000000000060e+03,2.107656000000000063e+02,7.363754999999999882e+02,2.456262999999999920e+03,2.339509000000000015e+03,8.441662999999999784e+02,3.649470000000000169e+01
9.464954000000000178e+02,3.695326999999999771e+02,0.000000000000000000e+00,8.583307999999999538e+02,7.496018000000000256e+02,5.560706000000000131e+02,1.541272999999999911e+03,1.764790999999999940e+03,6.213306000000000040e+02,1.603164999999999964e+03,1.250961999999999989e+03,2.600077999999999975e+03,1.137335000000000036e+03,1.266851000000000113e+03,1.124778000000000020e+03,1.368267000000000053e+03,1.903156999999999925e+02,2.743104999999999905e+02,2.299429000000000087e+03,4.942223999999999933e+02,1.043483999999999924e+03,2.703402000000000044e+03,2.503827999999999975e+03,1.188548999999999978e+03,4.057885999999999740e+02
5.975972000000000435e+02,6.130385999999999740e+02,8.583307999999999538e+02,0.000000000000000000e+00,2.550303000000000111e+02,3.113070999999999913e+02,7.901213000000000193e+02,9.074330999999999676e+02,2.370703000000000031e+02,9.322173000000000229e+02,4.063385999999999854e+02,1.741873000000000047e+03,4.855563999999999965e+02,1.186857999999999947e+03,3.458738000000000170e+02,8.303635000000000446e+02,7.204687000000000126e+02,6.753437000000000126e+02,1.447104000000000042e+03,4.038657000000000039e+02,2.558822999999999865e+02,1.853616999999999962e+03,1.733132000000000062e+03,1.005760999999999967e+03,5.920277999999999565e+02
3.738127000000000066e+02,4.291078999999999724e+02,7.496018000000000256e+02,2.550303000000000111e+02,0.000000000000000000e+00,2.258953999999999951e+02,7.941725999999999885e+02,1.080374000000000024e+03,2.389439999999999884e+02,8.795647000000000162e+02,5.331559999999999491e+02,1.889528000000000020e+03,4.023290999999999826e+02,9.473188000000000102e+02,5.985410000000000537e+02,7.004367999999999483e+02,5.783286000000000513e+02,5.123964999999999463e+02,1.570724999999999909e+03,2.556551000000000045e+02,3.073288999999999760e+02,2.036127999999999929e+03,1.967256000000000085e+03,7.752390000000000327e+02,3.992253000000000043e+02
5.597672999999999774e+02,3.128831000000000131e+02,5.560706000000000131e+02,3.113070999999999913e+02,2.258953999999999951e+02,0.000000000000000000e+00,1.009688999999999965e+03,1.216867999999999938e+03,9.425879999999999370e+01,1.104574000000000069e+03,6.949153000000000020e+02,2.047122000000000071e+03,6.271150000000000091e+02,1.084500000000000000e+03,6.261548000000000229e+02,9.223180999999999585e+02,4.093541999999999916e+02,3.656852999999999838e+02,1.743432000000000016e+03,1.046478000000000037e+02,4.911125000000000114e+02,2.164855000000000018e+03,2.027318999999999960e+03,9.331960000000000264e+02,2.988485999999999763e+02
7.090214999999999463e+02,1.196489000000000033e+03,1.541272999999999911e+03,7.901213000000000193e+02,7.941725999999999885e+02,1.009688999999999965e+03,0.000000000000000000e+00,6.638762000000000398e+02,9.827377999999999929e+02,2.214219999999999970e+02,4.478043999999999869e+02,1.249762999999999920e+03,4.111132999999999811e+02,1.097607999999999947e+03,8.518228000000000293e+02,4.237053000000000225e+02,1.362874000000000024e+03,1.288965999999999894e+03,8.950907999999999447e+02,1.049266000000000076e+03,5.376205999999999676e+02,1.493843000000000075e+03,1.686674999999999955e+03,9.122104000000000497e+02,1.161675999999999931e+03
1.208327999999999975e+03,1.502140000000000100e+03,1.764790999999999940e+03,9.074330999999999676e+02,1.080374000000000024e+03,1.216867999999999938e+03,6.638762000000000398e+02,0.000000000000000000e+00,1.143790999999999940e+03,8.745181000000000040e+02,5.516299000000000206e+02,8.416240000000000236e+02,8.800728000000000293e+02,1.714651000000000067e+03,6.940087999999999511e+02,1.066563000000000102e+03,1.625869999999999891e+03,1.574821999999999889e+03,5.934216000000000122e+02,1.301510999999999967e+03,7.809511999999999716e+02,9.558020000000000209e+02,1.024566000000000031e+03,1.519173999999999978e+03,1.475479000000000042e+03
6.036476999999999862e+02,4.058974999999999795e+02,6.213306000000000040e+02,2.370703000000000031e+02,2.389439999999999884e+02,9.425879999999999370e+01,9.827377999999999929e+02,1.143790999999999940e+03,0.000000000000000000e+00,1.094905999999999949e+03,6.369044999999999845e+02,1.978942999999999984e+03,6.204880000000000564e+02,1.151867999999999938e+03,5.350244000000000142e+02,9.362501999999999498e+02,4.895645000000000095e+02,4.532583000000000197e+02,1.682489000000000033e+03,1.989057999999999993e+02,4.502585000000000264e+02,2.086844999999999800e+03,1.936304000000000087e+03,9.923378999999999905e+02,3.929044999999999845e+02
6.952079999999999700e+02,1.241961000000000013e+03,1.603164999999999964e+03,9.322173000000000229e+02,8.795647000000000162e+02,1.104574000000000069e+03,2.214219999999999970e+02,8.745181000000000040e+02,1.094905999999999949e+03,0.000000000000000000e+00,6.422092000000000098e+02,1.375634999999999991e+03,4.774590000000000032e+02,9.637201999999999771e+02,1.046118999999999915e+03,3.053131999999999948e+02,1.417071999999999889e+03,1.337647999999999911e+03,1.017331999999999994e+03,1.125040999999999940e+03,6.770607999999999720e+02,1.649618999999999915e+03,1.891165999999999940e+03,7.952136000000000422e+02,1.205747000000000071e+03
