0.000000000000000000e+00,6.469000000000000000e+03,7.629000000000000000e+03,2.003600000000000000e+04,4.690000000000000000e+03,6.194000000000000000e+03,1.168800000000000000e+04,2.243000000000000000e+03,8.857000000000000000e+03,7.248000000000000000e+03,3.559000000000000000e+03,9.221000000000000000e+03,1.009900000000000000e+04,2.286600000000000000e+04,3.388000000000000000e+03,9.986000000000000000e+03,4.661800000000000000e+04,1.163900000000000000e+04,1.380000000000000000e+03,5.261000000000000000e+03,5.985000000000000000e+03,6.731000000000000000e+03,2.704000000000000000e+03,1.225000000000000000e+04,1.613200000000000000e+04
6.469000000000000000e+03,0.000000000000000000e+00,1.299900000000000000e+04,1.369200000000000000e+04,3.322000000000000000e+03,5.576000000000000000e+03,3.878000000000000000e+03,3.202000000000000000e+03,6.699000000000000000e+03,4.198000000000000000e+03,2.454000000000000000e+03,7.975000000000000000e+03,1.186000000000000000e+03,7.443000000000000000e+03,1.162000000000000000e+03,5.105000000000000000e+03,2.481700000000000000e+04,6.532000000000000000e+03,8.060000000000000000e+02,8.184000000000000000e+03,3.896000000000000000e+03,7.333000000000000000e+03,3.719000000000000000e+03,2.015000000000000000e+03,5.650000000000000000e+02
7.629000000000000000e+03,1.299900000000000000e+04,0.000000000000000000e+00,3.513500000000000000e+04,5.956000000000000000e+03,1.412100000000000000e+04,5.951000000000000000e+03,5.768000000000000000e+03,1.657800000000000000e+04,4.242000000000000000e+03,3.365000000000000000e+03,2.225400000000000000e+04,1.841000000000000000e+03,2.366500000000000000e+04,6.517000000000000000e+03,3.541000000000000000e+03,2.050880000000000000e+05,3.766900000000000000e+04,2.885000000000000000e+03,1.320000000000000000e+04,7.116000000000000000e+03,1.716500000000000000e+04,4.284000000000000000e+03,8.085000000000000000e+03,5.189500000000000000e+04
2.003600000000000000e+04,1.369200000000000000e+04,3.513500000000000000e+04,0.000000000000000000e+00,1.909400000000000000e+04,3.511900000000000000e+04,2.142300000000000000e+04,2.734200000000000000e+04,5.134100000000000000e+04,1.582600000000000000e+04,2.853700000000000000e+04,6.538700000000000000e+04,1.298000000000000000e+04,4.409700000000000000e+04,5.152500000000000000e+04,1.435400000000000000e+04,1.728950000000000000e+05,3.730500000000000000e+04,1.541800000000000000e+04,2.622100000000000000e+04,4.230300000000000000e+04,3.530300000000000000e+04,1.361800000000000000e+04,1.758000000000000000e+04,4.070800000000000000e+04
4.690000000000000000e+03,3.322000000000000000e+03,5.956000000000000000e+03,1.909400000000000000e+04,0.000000000000000000e+00,7.284000000000000000e+03,3.102000000000000000e+03,1.562000000000000000e+03,7.180000000000000000e+03,1.917000000000000000e+03,2.253000000000000000e+03,5.951000000000000000e+03,1.890000000000000000e+03,7.097000000000000000e+03,2.009000000000000000e+03,1.340000000000000000e+03,2.530300000000000000e+04,6.031000000000000000e+03,1.041000000000000000e+03,4.128000000000000000e+03,5.452000000000000000e+03,3.344000000000000000e+03,1.067000000000000000e+03,4.608000000000000000e+03,7.050000000000000000e+03
6.194000000000000000e+03,5.576000000000000000e+03,1.412100000000000000e+04,3.511900000000000000e+04,7.284000000000000000e+03,0.000000000000000000e+00,5.023000000000000000e+03,3.512000000000000000e+03,1.041900000000000000e+04,3.543000000000000000e+03,2.752000000000000000e+03,1.441200000000000000e+04,2.043000000000000000e+03,1.564200000000000000e+04,5.014000000000000000e+03,2.016000000000000000e+03,6.203400000000000000e+04,1.538500000000000000e+04,2.957000000000000000e+03,5.035000000000000000e+03,7.482000000000000000e+03,6.758000000000000000e+03,2.191000000000000000e+03,6.599000000000000000e+03,1.418100000000000000e+04
1.168800000000000000e+04,3.878000000000000000e+03,5.951000000000000000e+03,2.142300000000000000e+04,3.102000000000000000e+03,5.023000000000000000e+03,0.000000000000000000e+00,1.155700000000000000e+04,6.479000000000000000e+03,3.426100000000000000e+04,1.013400000000000000e+04,2.735000000000000000e+04,6.929000000000000000e+03,7.961000000000000000e+03,4.678000000000000000e+03,1.351100000000000000e+04,2.980100000000000000e+04,7.549000000000000000e+03,5.550000000000000000e+03,3.089000000000000000e+03,9.958000000000000000e+03,1.411000000000000000e+04,4.911000000000000000e+03,2.722000000000000000e+03,1.080200000000000000e+04
2.243000000000000000e+03,3.202000000000000000e+03,5.768000000000000000e+03,2.734200000000000000e+04,1.562000000000000000e+03,3.512000000000000000e+03,1.155700000000000000e+04,0.000000000000000000e+00,5.615000000000000000e+03,7.095000000000000000e+03,1.075300000000000000e+04,3.036200000000000000e+04,1.783000000000000000e+03,3.437000000000000000e+03,8.897000000000000000e+03,2.509000000000000000e+03,2.327300000000000000e+04,5.160000000000000000e+03,8.750000000000000000e+03,2.583000000000000000e+03,7.288000000000000000e+03,1.748100000000000000e+04,7.930000000000000000e+03,1.278000000000000000e+03,8.447000000000000000e+03
8.857000000000000000e+03,6.699000000000000000e+03,1.657800000000000000e+04,5.134100000000000000e+04,7.180000000000000000e+03,1.041900000000000000e+04,6.479000000000000000e+03,5.615000000000000000e+03,0.000000000000000000e+00,4.448000000000000000e+03,5.076000000000000000e+03,2.246300000000000000e+04,4.783000000000000000e+03,2.460900000000000000e+04,9.969000000000000000e+03,4.224000000000000000e+03,7.994500000000000000e+04,2.000100000000000000e+04,4.291000000000000000e+03,1.060400000000000000e+04,1.192500000000000000e+04,1.309100000000000000e+04,4.172000000000000000e+03,1.289100000000000000e+04,1.950000000000000000e+04
7.248000000000000000e+03,4.198000000000000000e+03,4.242000000000000000e+03,1.582600000000000000e+04,1.917000000000000000e+03,3.543000000000000000e+03,3.426100000000000000e+04,7.095000000000000000e+03,4.448000000000000000e+03,0.000000000000000000e+00,4.370000000000000000e+03,1.726700000000000000e+04,3.929000000000000000e+03,8.602000000000000000e+03,2.753000000000000000e+03,2.001300000000000000e+04,2.808000000000000000e+04,5.971000000000000000e+03,2.131000000000000000e+03,3.579000000000000000e+03,6.809000000000000000e+03,8.455000000000000000e+03,2.868000000000000000e+03,2.336000000000000000e+03,5.616000000000000000e+03
3.559000000000000000e+03,2.454000000000000000e+03,3.365000000000000000e+03,2.853700000000000000e+04,2.253000000000000000e+03,2.752000000000000000e+03,1.013400000000000000e+04,1.075300000000000000e+04,5.076000000000000000e+03,4.370000000000000000e+03,0.000000000000000000e+00,1.528700000000000000e+04,3.083000000000000000e+03,4.092000000000000000e+03,7.701000000000000000e+03,2.809000000000000000e+03,1.729100000000000000e+04,4.462000000000000000e+03,3.239000000000000000e+03,2.309000000000000000e+03,1.600300000000000000e+04,8.381000000000000000e+03,3.033000000000000000e+03,1.755000000000000000e+03,7.266000000000000000e+03
9.221000000000000000e+03,7.975000000000000000e+03,2.225400000000000000e+04,6.538700000000000000e+04,5.951000000000000000e+03,1.441200000000000000e+04,2.735000000000000000e+04,3.036200000000000000e+04,2.246300000000000000e+04,1.726700000000000000e+04,1.528700000000000000e+04,0.000000000000000000e+00,5.454000000000000000e+03,1.501100000000000000e+04,1.771400000000000000e+04,1.003700000000000000e+04,1.055070000000000000e+05,2.004000000000000000e+04,3.178000000000000000e+04,1.082200000000000000e+04,1.645000000000000000e+04,9.208300000000000000e+04,3.290800000000000000e+04,3.865000000000000000e+03,2.458300000000000000e+04
1.009900000000000000e+04,1.186000000000000000e+03,1.841000000000000000e+03,1.298000000000000000e+04,1.890000000000000000e+03,2.043000000000000000e+03,6.929000000000000000e+03,1.783000000000000000e+03,4.783000000000000000e+03,3.929000000000000000e+03,3.083000000000000000e+03,5.454000000000000000e+03,0.000000000000000000e+00,3.251000000000000000e+03,1.126000000000000000e+03,5.926000000000000000e+03,1.065300000000000000e+04,3.062000000000000000e+03,7.590000000000000000e+02,1.255000000000000000e+03,6.173000000000000000e+03,2.974000000000000000e+03,1.056000000000000000e+03,1.504000000000000000e+03,4.588000000000000000e+03
